Protein_name	Condition1_Rep_1_Frac1	Condition1_Rep_1_Frac2	Condition1_Rep_1_Frac3	Condition1_Rep_1_Frac4	Condition1_Rep_1_Frac5	Condition1_Rep_1_Frac6	Condition1_Rep_1_Frac7	Condition1_Rep_1_Frac8	Condition1_Rep_1_Frac9	Condition1_Rep_1_Frac10	Condition1_Rep_1_Frac11	Condition1_Rep_1_Frac12	Condition1_Rep_1_Frac13	Condition1_Rep_1_Frac14	Condition1_Rep_1_Frac15	Condition1_Rep_1_Frac16	Condition1_Rep_1_Frac17	Condition1_Rep_1_Frac18	Condition1_Rep_1_Frac19	Condition1_Rep_1_Frac20	Condition1_Rep_1_Frac21	Condition1_Rep_1_Frac22	Condition1_Rep_1_Frac23	Condition1_Rep_1_Frac24	Condition1_Rep_1_Frac25	Condition1_Rep_1_Frac26	Condition1_Rep_1_Frac27	Condition1_Rep_1_Frac28	Condition1_Rep_1_Frac29	Condition1_Rep_1_Frac30	Condition1_Rep_1_Frac31	Condition1_Rep_1_Frac32	Condition1_Rep_1_Frac33	Condition1_Rep_1_Frac34	Condition1_Rep_1_Frac35	Condition1_Rep_1_Frac36	Condition1_Rep_1_Frac37	Condition1_Rep_1_Frac38	Condition1_Rep_1_Frac39	Condition1_Rep_1_Frac40	Condition2_Rep_1_Frac1	Condition2_Rep_1_Frac2	Condition2_Rep_1_Frac3	Condition2_Rep_1_Frac4	Condition2_Rep_1_Frac5	Condition2_Rep_1_Frac6	Condition2_Rep_1_Frac7	Condition2_Rep_1_Frac8	Condition2_Rep_1_Frac9	Condition2_Rep_1_Frac10	Condition2_Rep_1_Frac11	Condition2_Rep_1_Frac12	Condition2_Rep_1_Frac13	Condition2_Rep_1_Frac14	Condition2_Rep_1_Frac15	Condition2_Rep_1_Frac16	Condition2_Rep_1_Frac17	Condition2_Rep_1_Frac18	Condition2_Rep_1_Frac19	Condition2_Rep_1_Frac20	Condition2_Rep_1_Frac21	Condition2_Rep_1_Frac22	Condition2_Rep_1_Frac23	Condition2_Rep_1_Frac24	Condition2_Rep_1_Frac25	Condition2_Rep_1_Frac26	Condition2_Rep_1_Frac27	Condition2_Rep_1_Frac28	Condition2_Rep_1_Frac29	Condition2_Rep_1_Frac30	Condition2_Rep_1_Frac31	Condition2_Rep_1_Frac32	Condition2_Rep_1_Frac33	Condition2_Rep_1_Frac34	Condition2_Rep_1_Frac35	Condition2_Rep_1_Frac36	Condition2_Rep_1_Frac37	Condition2_Rep_1_Frac38	Condition2_Rep_1_Frac39	Condition2_Rep_1_Frac40	Condition3_Rep_1_Frac1	Condition3_Rep_1_Frac2	Condition3_Rep_1_Frac3	Condition3_Rep_1_Frac4	Condition3_Rep_1_Frac5	Condition3_Rep_1_Frac6	Condition3_Rep_1_Frac7	Condition3_Rep_1_Frac8	Condition3_Rep_1_Frac9	Condition3_Rep_1_Frac10	Condition3_Rep_1_Frac11	Condition3_Rep_1_Frac12	Condition3_Rep_1_Frac13	Condition3_Rep_1_Frac14	Condition3_Rep_1_Frac15	Condition3_Rep_1_Frac16	Condition3_Rep_1_Frac17	Condition3_Rep_1_Frac18	Condition3_Rep_1_Frac19	Condition3_Rep_1_Frac20	Condition3_Rep_1_Frac21	Condition3_Rep_1_Frac22	Condition3_Rep_1_Frac23	Condition3_Rep_1_Frac24	Condition3_Rep_1_Frac25	Condition3_Rep_1_Frac26	Condition3_Rep_1_Frac27	Condition3_Rep_1_Frac28	Condition3_Rep_1_Frac29	Condition3_Rep_1_Frac30	Condition3_Rep_1_Frac31	Condition3_Rep_1_Frac32	Condition3_Rep_1_Frac33	Condition3_Rep_1_Frac34	Condition3_Rep_1_Frac35	Condition3_Rep_1_Frac36	Condition3_Rep_1_Frac37	Condition3_Rep_1_Frac38	Condition3_Rep_1_Frac39	Condition3_Rep_1_Frac40
Protein0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2859800	12368000	0	583600000	0	0	11779000	465990000	397940000	289270000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183000	1253900	5306200	0	11732000	13496000	0	0	0	0	0	0	1658900	0	0	910200000	1242600000	695260000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224180000
Protein0159	0	0	0	0	0	0	0	0	0	4262200	0	0	0	0	21317000	2630700000	4450600000	7885200000	11509000000	8323600000	1183500000	2378000000	1855700000	382620000	0	5685300	3394600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9001200	85408000	966030000	790710000	1330700000	931850000	744490000	308540000	33747000	33738000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87096000	1115900000	8277800	181950000	3256400000	0	42919000	21621000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0160	0	15502000	0	0	0	0	0	0	0	0	0	0	0	0	0	181720000	135350000	162020000	139290000	97893000	66824000	950810000	3521000000	3507400000	2528900000	2010200000	956020000	110710000	14692000	6140600	1256800	1805500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39676000	0	0	0	0	0	0	0	49112000	320340000	1345500000	1250300000	2769700000	1195900000	478320000	50852000	810530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5176500	155210000	71743000	66330000	178470000	69390000	97047000	9294100	0	0	0	0	0	0	4953200	25398000	7682400	4787900	0
Protein0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3023500	63720000	44962000	186540000	360270000	185510000	57773000	8078100	5374800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42370000	60772000	329180000	379380000	413340000	56295000	3364900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49398000	24966000	64123000	13512000	0	0	0	0	0	0	0	0	0	0	0	0
Protein0162	85781000	221250000	137590000	44217000	63717000	25503000	25077000	98257000	36320000	74968000	89126000	128620000	294890000	35148000	60088000	498000000	215820000	598670000	106900000	81188000	8021200	41103000	162710000	81436000	38891000	122030000	37311000	17774000	22460000	72749000	78201000	100720000	152930000	120000000	159660000	625160000	104730000	161100000	188050000	573550000	214260000	241730000	84760000	46870000	36100000	28120000	48182000	48001000	112970000	827910000	109790000	86227000	231670000	72953000	295400000	118120000	295690000	135460000	76629000	39120000	35161000	44580000	0	29314000	12022000	28231000	24053000	6725300	27766000	39421000	71643000	176240000	653620000	1071600000	1424100000	4844600000	3082300000	5585500000	1511000000	5369800000	92653000	562670000	83930000	65586000	27388000	312370000	19140000	8972800	6076700	20403000	222290000	93659000	56507000	94591000	20488000	80422000	40250000	8787000	27830000	49505000	7001500	17849000	51150000	14843000	79792000	34032000	40315000	47667000	453160000	655090000	1948600000	2094000000	1894300000	12122000000	2797400000	6441600000	7448300000	7127500000	2928700000	2165700000
Protein0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56103000	8853300	37795000	12301000	41816000	8117900	5507200	4910400	3941900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7147600	7097300	61697000	208060000	123810000	170770000	120210000	61572000	14137000	0	3608300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539100	1823300	0	0	0	0	0	12614000	0	0	0	0	0	0	0	0	0	0	9122900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0164	0	0	0	0	0	0	0	9892900	2060300	13353000	11520000	58285000	63346000	28584000	24106000	94651000	17871000	184990000	10112000	4536600	52030000	53351000	37559000	1541100	149200000	46186000	15749000	0	5116300	74921000	29882000	33719000	112340000	67275000	77117000	10586000	16403000	19905000	24975000	14903000	1153000	4114800	2277500	3217700	0	347580	5642500	13181000	6727700	43118000	0	10800000	3693400	0	16700000	34936000	2300800	0	20065000	10829000	4769600	0	0	0	0	0	0	0	0	0	0	0	0	0	4712800	0	0	0	11499000	6153100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5455800	0	4582000	0	0	0	0	7536300	7654900	0	0	0	0	0	3193900	0
Protein0165	0	0	0	0	0	0	0	2683200	0	0	0	0	5065100	0	0	4950200	2483500	4465600	0	0	0	0	0	0	5408800	4614800	963500	0	0	0	0	0	0	0	2223500	7697100	5054600	4234600	25190000	75871000	111960000	207160000	160860000	212670000	141340000	32723000	142240000	118290000	173820000	276990000	42714000	80124000	66816000	59013000	223340000	233950000	45258000	76153000	166430000	110480000	137850000	81886000	51463000	25726000	23240000	15545000	20934000	0	0	0	0	8285300	2082200	1589000	7459300	18912000	29291000	49988000	118770000	105570000	1936500	3811700	1159900	874930	759890	1106500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3916600	0	0	0	0	0	0	0	0	0	0	0	0	0	14079000	18629000
Protein0166	19804000	38959000	10161000	1274000	1242700	1579700	1583700	26387000	2216600	12481000	13486000	7476700	6427300	0	0	3895400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3103200	3765900	9532200	17748000	36604000	119410000	58159000	52118000	14719000	24888000	9818200	11024000	10398000	10724000	11464000	12178000	3525100	13421000	3042000	0	1913000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922700	3681900	4894200	4449400	13073000	15060000	47434000	37752000	92056000	46964000	52352000	19326000	25554000	17084000	21020000	5971300	4386100	3116500	5451800	3984700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4391700	2422200	5255800	5894800	32338000	30473000	34563000
Protein0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64930000	247200000	350250000	793610000	485890000	31619000	55509000	27162000	6990100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4054700	23626000	38456000	65191000	52913000	69141000	19329000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262080000	0	0	374280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0168	0	0	0	0	0	0	0	0	0	0	0	0	13666000	0	3903800	6920000	2123200	23191000	0	0	0	0	0	0	0	0	0	0	0	5796000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1467100	4264700	4687600	4287500	2080900	1243000	10573000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0169	0	0	0	0	0	0	0	0	0	0	0	3613100	46673000	10033000	18295000	832010000	272460000	214730000	74958000	9507100	0	0	3719500	1616400	5704200	10306000	7668800	980760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4447100	2784900	0	0	0	0	0	0	0	14899000	4141000	78517000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21684000	0	0	0	0	22766000	141110000	0	0	14403000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0170	2119600	12678000	5239300	2779000	0	0	41056000	354610000	886420000	3168200000	4854700000	5721400000	9153500000	5920500000	3519400000	9008700000	3870300000	4522100000	810300000	580340000	255500000	161930000	114420000	64370000	45061000	47147000	15847000	8069900	7043200	13308000	5761900	7409700	22504000	44816000	51384000	97979000	91425000	165160000	263390000	457270000	37930000	37884000	8765900	22896000	15955000	26839000	109920000	503420000	1441100000	6240700000	5098900000	9696400000	10643000000	7134000000	10940000000	6330800000	5355800000	2428900000	2310300000	836170000	386220000	343450000	94770000	93223000	27274000	35429000	32717000	3540700	11000000	14961000	1971200	62509000	82812000	109040000	151150000	229470000	209870000	369040000	242370000	428840000	4211900	0	0	0	0	8421000	49175000	93535000	383860000	1320900000	2582900000	4506600000	2411500000	5533700000	2692400000	2894500000	827970000	1463000000	793170000	233830000	1035200000	819770000	338840000	306980000	322720000	185050000	224650000	97260000	154140000	106630000	135660000	76267000	107390000	398340000	277980000	483060000	519030000	585370000	452980000	339180000
Protein0171	451250000	4669700000	2146400000	902990000	591190000	789720000	590230000	758220000	2079700000	1595400000	954730000	146560000	24948000	234450000	129520000	29718000	50345000	0	46242000	41894000	0	0	18780000	20415000	18505000	0	7193400	0	0	0	0	0	0	0	0	0	4613500	3564600	0	0	607850000	2784200000	770010000	5805000000	2779200000	917830000	2465800000	908030000	1242000000	7580400	253550000	647920000	275680000	58927000	94458000	60659000	28797000	23311000	0	0	0	0	0	5535700	7489300	11996000	8169500	0	0	0	0	6241500	0	0	0	0	0	0	0	0	361220000	6110800	828110000	2159800000	635880000	3190900	1411400000	711150000	187230000	441010000	0	25909000	49326000	205770000	36813000	5070100	6012200	8300800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0172	18866000000	54632000000	44523000000	28797000000	18750000000	18709000000	16839000000	22044000000	16059000000	16510000000	9197800000	5490200000	5743800000	2688000000	1500500000	1865100000	1079400000	1739700000	342360000	405040000	218950000	222820000	254850000	168060000	426150000	185650000	101710000	31634000	22101000	50568000	18610000	19632000	49950000	51184000	67423000	68302000	105350000	123940000	172330000	221540000	19265000000	54631000000	43472000000	66818000000	52103000000	24632000000	37884000000	26382000000	23160000000	22211000000	6485700000	6930600000	4868900000	3522300000	3121400000	2764800000	1115100000	748480000	1281700000	720880000	410380000	482670000	256590000	143350000	260000000	141010000	97672000	12407000	22999000	18213000	6186800	58078000	39765000	31402000	61523000	64385000	88095000	97912000	149530000	109970000	9937000000	19969000000	23076000000	34018000000	21720000000	16336000000	17509000000	11541000000	4977300000	5129000000	4090500000	2216100000	780120000	1834200000	589740000	239790000	34616000	134710000	38625000	4456500	74040000	92180000	12325000	37894000	76217000	17916000	22597000	7609200	11988000	2898600	6520400	8003800	13642000	18542000	12468000	34939000	23239000	25585000	25297000	14876000
Protein0173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76443000	824430000	1632900000	2381500000	2389800000	3636300000	5588700000	553900000	785060000	683350000	1004200000	244330000	289340000	339540000	384460000	115750000	151280000	50037000	60843000	16931000	38787000	23118000	34317000	21365000	41239000	9702500	15457000	9126200	0	5841200	973160	4296000	2629900	0	0	0	0	0	4687600	7508800	91978000	268000000	1007400000	944690000	957590000	1067800000	302130000	804630000	351400000	64277000	42174000	17892000	18808000	21796000	46987000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87494000	142500000	70095000	140630000	58085000	35768000	78599000	8762900	4676700	2977300	3179600	1260000	553110
Protein0174	2005000	17222000	0	13575000	0	0	0	22233000	5399300	9893000	15434000	27747000	28182000	13563000	13182000	351920000	38089000	58587000	21046000	142180000	364300000	5787800000	26192000000	23111000000	30791000000	16255000000	6773800000	1060200000	293210000	240700000	82051000	52418000	132970000	70762000	87855000	50830000	105170000	190260000	172440000	223230000	0	2007400	219540	1349100	0	852310	1857400	2734600	3155800	7640000	2100000	5024000	21080000	2914700	44089000	5024900	4588900	2671700	9199200	14959000	228930000	1719600000	4975900000	13845000000	14349000000	17224000000	8627300000	1793500000	880740000	264790000	104970000	55626000	51581000	31959000	30973000	5995600	6906300	8931800	12268000	17036000	29300000	7269200	3618800	3229000	2162700	4609800	1500900	2059400	0	0	0	0	0	0	0	0	0	0	0	0	94490000	709660000	3225700000	4017700000	2842700000	3645300000	1796100000	998540000	550990000	91305000	49955000	15061000	9887100	10195000	3357800	3175500	6117300	5250700	3030200	2771500
Protein0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5761400	5345800	0	0	0	0	0	0	0	0	0	0	0	0	3943800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867150	723890	42063000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0176	17074000	68486000	42019000	18370000	72459000	12300000	13649000	110700000	31193000	131300000	182460000	162020000	298220000	71653000	115650000	1346500000	820030000	1760400000	1368500000	1801100000	544770000	1269500000	3101800000	1913900000	224100000	655830000	724160000	245140000	82462000	12207000	2699800	19350000	15213000	20579000	28817000	144900000	28674000	97266000	210670000	512660000	0	0	0	0	0	5269500	0	5955600	2368500	16078000	3528200	0	0	0	0	0	0	0	24560000	39247000	166000000	43509000	33692000	165720000	51214000	386830000	226940000	94000000	54663000	6127100	2547400	8070700	8182500	3238700	0	16242000	14555000	8704000	16380000	18368000	0	0	0	0	0	0	0	0	0	0	11793000	3007400	0	0	0	16208000	47398000	3652100	42478000	84374000	89117000	299970000	201770000	153670000	418500000	26390000	40532000	8509400	5047300	0	0	0	0	0	0	0	0	0	8596300	5736300
Protein0177	0	7882600	6657700	29829000	91871000	20457000	5871900	42662000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25561000	72619000	0	0	2394000	5286200	24055000	71514000	47949000	50729000	27804000	32183000	8632300	8580800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2645700	24678000	46935000	289690000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0178	9718500	25038000	0	3930900	4661000	0	0	8090000	2038900	0	0	0	4132200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10664000	28809000	31466000	62129000	117510000	254330000	228100000	298060000	394610000	523950000	99786000	132060000	84302000	65961000	53670000	39229000	28617000	40522000	30707000	44939000	11213000	0	0	13016000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65963000	66200000	113970000	274840000	199960000	339960000	257830000	349650000	38125000	57749000	60060000	49233000	34047000	36042000	14027000	5669500	10362000	13076000	6267300	13282000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082700	2556800	29007000	13494000	38871000	61027000	70141000	48476000	51529000
Protein0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8694800	228580000	343900000	16491000	170270000	219580000	24674000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0180	112330000	350340000	295110000	170040000	268270000	77773000	141340000	707900000	466140000	1653800000	2250900000	1857800000	1837400000	753270000	365150000	1136100000	506360000	403130000	228700000	196130000	41697000	87177000	246020000	214530000	58860000	155780000	187860000	61588000	26643000	11017000	15031000	13455000	11958000	9986900	17205000	39510000	22878000	11523000	26947000	24735000	106680000	89944000	22850000	48903000	39738000	123740000	127750000	273040000	358730000	1267000000	1158200000	1250100000	1156900000	66832000	488310000	129910000	205930000	30285000	14996000	0	0	0	0	0	0	9033600	4113600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20327000	19953000	31738000	27469000	84394000	25403000	15752000	77899000	149400000	150990000	361740000	193640000	84868000	0	54751000	6196900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0181	1834600	4073400	0	0	0	0	0	4411800	0	0	0	4841400	0	0	0	10072000	4163900	0	10622000	132440000	206660000	2446800000	7949400000	5451200000	4104100000	2956400000	1567700000	223690000	27983000	7356800	2463100	7218500	6974100	9994900	25763000	43211000	14710000	27735000	49834000	103980000	2097300	3619700	0	2527700	1383300	0	2475300	3874100	2459500	0	0	0	0	0	0	0	0	0	0	0	58900000	297920000	593780000	1177900000	822290000	3220200000	1305600000	1131700000	65235000	7085800	5717500	1456800	5056500	3020500	17022000	21009000	46673000	88148000	256730000	177970000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24714000	306730000	146340000	624180000	182290000	231730000	138250000	13559000	0	0	0	0	0	0	0	0	0	0	0
Protein0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8279600	74873000	436090000	441530000	796600000	1015800000	1000100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2696000	8853000	37118000	4735100	39405000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8745400	0	9690800	0	0
Protein0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89308000	81318000	14072000	0	10137000	3988300	0	0	0	6600100	0	0	0	0	0	0	0	0	0	0	0	0	0	3767400	0	0	0	0	2431200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77490000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2105300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890570000	14384000	3658900	45475000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29306000	15095000	2471000	10126000	0	0	7493400	0	0	0	0	0	0
Protein0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15819000	0	0	0	0	0	3007600	35927000	16816000	5639600	0	0	19955000	3730400	0	10980000	16196000	35180000	19465000	28233000	47955000	76685000	88822000	4185400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7425700	0	0	7099800	0	0	0	0	0	0	0	0	0	0	0	0	10439000	4002300	21136000	25904000	56398000	50570000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3062100	4185000	12052000	26093000	33484000	8980300
Protein0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2911600	27781000	58519000	4995500	2073700	913460	881080	862190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3790500	21842000	25268000	18896000	15504000	11673000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4859300	7896900	19090000
Protein0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4725100	7957900	0	0	0	1691400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30683000	0	0	0	0	0	189730000	686920000	1144700000	346960000	666850000	796210000	223160000	34215000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89273000	0	0	48127000	82954000	1030100000	802380000	1672600000	985590000	647370000	60908000	6931900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32970000	445980000	206500000	99128000	255210000	66461000	365510000	60166000	0	0	0	0	0	0	0	0	0	0	0
Protein0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6492100	0	0	0	0	0	0	0	0	0	13989000	11904000	7218000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0190	12876000	47218000	38144000	77398000	998720000	384410000	527060000	3165100000	664270000	1905600000	1474100000	1330100000	650460000	85149000	26241000	314260000	56162000	16783000	36693000	1843800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3033300	4174600	4540900	0	1984500	4783400	5929900	11387000	59674000	421230000	393070000	1412100000	575520000	1097600000	949370000	672290000	218500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3201500	2177900	2912000	4206100	24154000	0	0	5113600	17483000	59698000	19775000	2996600	0	0	0	12864000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6932000	74324000	190750000	212940000	421090000	460370000	1208300000	109190000	116610000	145020000	185100000	32306000	52200000	63151000	120090000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104380000	1198200000	630890000	504270000	751830000	162590000	417930000	196570000	50056000	29093000	0	8803600	4946300	16853000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64570000	106310000	49761000	66252000	18268000	9738400	97124000	0	9461000	0	0	0	0
Protein0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27684000	16619000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4151700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0193	2726400	0	0	0	12223000	0	0	13216000	0	16659000	21374000	422310000	900080000	185300000	294020000	12123000000	3296300000	1773300000	621900000	165380000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5061800	9674900	8783500	17614000	55271000	178000000	122670000	336560000	105300000	347190000	182160000	261500000	313540000	44148000	90869000	34711000	128450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262200	54792000	11885000	7091900	9280100	5289100	102540000	4613900	13002000	5535600	0	103460000	1598400000	0	0	5498600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
